,IP,Reliability,Risk,Type,Country,Locale,Coords
2840,64.237.56.141,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2841,64.237.56.134,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2842,64.237.56.139,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2843,64.237.56.133,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2844,64.237.56.132,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2845,64.237.56.131,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2846,64.237.56.130,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2847,64.237.56.129,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2848,64.237.56.128,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2849,64.237.56.127,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2850,64.237.56.126,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2851,64.237.56.125,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2852,64.237.56.124,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2853,64.237.56.123,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2854,64.237.56.122,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2855,64.237.56.152,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2856,64.237.56.153,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2857,64.237.56.154,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2858,64.237.56.155,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2859,64.237.56.157,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2860,64.237.56.158,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2861,64.237.56.159,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2862,64.237.56.160,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2863,64.237.56.161,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2864,64.237.56.162,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2865,64.237.56.163,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2866,64.237.56.164,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2867,64.237.56.165,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2868,64.237.56.166,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2869,64.237.56.167,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2870,64.237.56.168,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2871,64.237.56.169,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2872,64.237.56.170,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2873,64.237.56.171,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2874,64.237.56.172,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2875,64.237.56.173,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2876,64.237.56.174,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2877,64.237.56.175,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2878,64.237.56.176,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2879,64.237.56.177,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2880,64.237.56.178,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2881,64.237.56.179,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2882,64.237.56.180,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2883,64.237.56.181,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2884,64.237.56.182,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2885,64.237.56.208,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2886,64.237.56.214,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2887,64.237.56.219,6,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2888,64.237.56.216,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2889,64.237.56.217,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2890,64.237.56.211,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2891,64.237.56.213,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2892,64.237.56.212,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2893,64.237.56.209,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2894,64.237.56.210,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2895,64.237.56.207,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2896,64.237.56.203,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2897,64.237.56.204,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2898,64.237.56.205,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2899,64.237.56.206,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2900,64.237.56.255,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2901,64.237.56.254,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2902,64.237.56.253,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2903,64.237.56.252,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2904,64.237.56.251,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2905,64.237.56.250,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2906,64.237.56.249,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2907,64.237.56.248,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2908,64.237.56.247,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2909,64.237.56.246,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2910,64.237.56.245,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2911,64.237.56.244,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2912,64.237.56.243,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2913,64.237.56.242,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2914,64.237.56.241,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2915,64.237.56.240,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2916,64.237.56.239,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2917,64.237.56.230,4,2,Scanning Host,us,Matawan,"40.4169006348,-74.2578964233"
2918,190.121.9.5,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2919,190.121.9.9,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2920,190.121.9.10,4,3,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2921,190.121.9.11,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2922,190.121.9.12,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2923,190.121.9.13,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2924,190.121.9.14,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2925,190.121.9.15,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2926,190.121.9.16,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2927,190.121.9.17,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2928,190.121.9.18,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2929,190.121.9.19,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2930,190.121.9.20,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2931,190.121.9.21,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2932,190.121.9.22,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2933,190.121.9.23,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2934,190.121.9.24,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2935,190.121.9.25,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2936,190.121.9.26,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2937,190.121.9.27,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2938,190.121.9.28,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2939,190.121.9.30,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2940,190.121.9.31,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2941,190.121.9.33,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2942,190.121.9.34,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2943,190.121.9.35,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2944,190.121.9.36,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2945,190.121.9.37,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2946,190.121.9.38,4,3,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2947,190.121.9.39,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2948,190.121.9.40,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2949,190.121.9.85,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2950,190.121.9.84,4,3,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2951,190.121.9.83,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2952,190.121.9.82,4,3,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2953,190.121.9.101,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2954,190.121.9.103,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2955,190.121.9.104,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2956,190.121.9.105,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2957,190.121.9.106,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2958,190.121.9.107,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2959,190.121.9.108,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2960,190.121.9.109,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2961,190.121.9.110,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2962,190.121.9.111,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2963,190.121.9.112,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2964,190.121.9.113,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2965,190.121.9.114,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2966,190.121.9.115,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2967,190.121.9.122,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2968,190.121.9.123,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2969,190.121.9.124,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2970,190.121.9.125,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2971,190.121.9.126,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2972,190.121.9.127,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2973,190.121.9.128,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2974,190.121.9.167,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2975,190.121.9.168,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2976,190.121.9.169,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2977,190.121.9.170,4,3,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2978,190.121.9.186,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2979,190.121.9.188,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2980,190.121.9.215,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2981,190.121.9.221,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2982,190.121.9.226,4,2,Scanning Host,cl,La Union,"-40.2832984924,-73.0832977295"
2983,192.95.54.89,4,2,Scanning Host,nan,,"-40.2832984924,-73.0832977295"
2984,192.95.54.91,4,2,Scanning Host,nan,,"-40.2832984924,-73.0832977295"
2985,61.152.108.101,4,2,Scanning Host,cn,Shanghai,"31.0456008911,121.39969635"
2986,117.93.151.103,1,3,Scanning Host,cn,Nanjing,"32.0616989136,118.777801514"
2987,117.93.151.99,1,3,Scanning Host,cn,Nanjing,"32.0616989136,118.777801514"
2988,154.49.247.238,6,2,Spamming,us,,"38.0,-97.0"
2989,184.107.233.60,6,2,Malware Domain,nan,,"38.0,-97.0"
2990,187.45.240.39,6,2,Malware Domain,nan,,"38.0,-97.0"
2991,91.121.20.75,6,2,Malware Domain,fr,Paris,"48.8666992188,2.33330011368"
2992,80.241.247.197,6,2,Malware Domain,ge,,"42.0,43.5"
2993,80.109.240.75,3,3,Malware Domain;Malware IP,at,Wiener Neustadt,"47.7999992371,16.25"
2994,63.223.106.108,9,3,Spamming,us,Kenmore,"47.7541999817,-122.244400024"
2995,31.22.104.116,6,2,Spamming,de,,"51.0,9.0"
2996,176.31.180.135,9,3,Malware Domain,fr,,"46.0,2.0"
2997,176.31.180.132,9,3,Malware Domain,fr,,"46.0,2.0"
2998,176.31.180.131,9,3,Malware Domain,fr,,"46.0,2.0"
2999,117.122.195.238,6,2,Malware Domain,cn,Beijing,"39.9289016724,116.388298035"
3000,85.190.10.65,9,2,Malware Domain,de,,"51.0,9.0"
3001,31.171.128.37,6,2,Malware Domain,nl,,"52.5,5.75"
3002,85.92.86.51,3,2,Malware Domain,gb,,"51.5,-0.129999995232"
3003,91.192.116.109,6,2,Malware Domain,nl,,"52.5,5.75"
3004,188.227.225.146,9,2,Malware Domain,hu,,"47.0,20.0"
3005,174.120.190.2,3,2,Malware Domain,us,Houston,"29.7523002625,-95.3669967651"
3006,210.209.75.15,6,2,Malware Domain,hk,,"22.25,114.166702271"
3007,211.88.18.11,6,2,Malware Domain,cn,Beijing,"39.9289016724,116.388298035"
3008,185.3.134.78,6,2,Spamming,se,,"62.0,15.0"
3009,93.125.99.8,6,5,Malware IP,by,,"53.0,28.0"
3010,205.204.72.134,6,3,Spamming,ca,Laval,"45.6166992188,-73.75"
3011,115.28.42.210,4,2,Scanning Host,cn,Beijing,"39.9289016724,116.388298035"
3012,77.222.61.170,9,4,C&C,ru,,"60.0,100.0"
3013,173.237.49.187,6,3,Spamming,us,San Jose,"37.2851982117,-121.988700867"
3014,109.234.161.18,3,5,C&C,fr,,"46.0,2.0"
3015,81.88.48.110,6,5,C&C,it,,"42.8333015442,12.8332996368"
3016,205.134.241.105,6,4,C&C,us,Los Angeles,"34.1172981262,-118.260002136"
3017,59.125.103.4,3,2,Malware Domain,tw,Taipei,"25.0391998291,121.525001526"
3018,117.21.227.2,4,2,Scanning Host,cn,Nanchang,"28.5499992371,115.933296204"
3019,117.21.227.3,4,2,Scanning Host,cn,Nanchang,"28.5499992371,115.933296204"
3020,117.21.227.4,4,2,Scanning Host,cn,Nanchang,"28.5499992371,115.933296204"
3021,142.4.109.9,4,2,Scanning Host,cn,,"35.0,105.0"
3022,142.4.109.10,4,2,Scanning Host,cn,,"35.0,105.0"
3023,142.4.109.11,4,2,Scanning Host,cn,,"35.0,105.0"
3024,142.4.109.140,4,2,Scanning Host,ca,,"60.0,-95.0"
3025,142.4.109.154,4,2,Scanning Host,cn,,"35.0,105.0"
3026,66.18.189.159,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3027,66.18.189.168,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3028,66.18.189.189,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3029,66.18.189.163,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3030,66.18.189.199,6,2,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3031,66.18.189.164,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3032,66.18.189.172,4,2,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3033,66.18.189.188,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3034,66.18.189.187,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3035,66.18.189.186,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3036,66.18.189.185,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3037,66.18.189.184,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3038,66.18.189.165,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3039,66.18.189.183,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3040,66.18.189.182,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3041,66.18.189.212,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3042,66.18.189.181,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3043,66.18.189.180,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3044,66.18.189.179,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3045,66.18.189.202,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3046,66.18.189.169,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3047,66.18.189.206,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3048,66.18.189.178,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3049,66.18.189.166,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3050,66.18.189.170,4,2,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3051,66.18.189.167,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3052,66.18.189.177,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3053,66.18.189.176,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3054,66.18.189.171,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3055,66.18.189.175,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3056,66.18.189.173,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3057,66.18.189.213,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3058,66.18.189.214,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3059,66.18.189.215,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3060,66.18.189.217,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3061,66.18.189.218,4,2,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3062,66.18.189.219,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3063,66.18.189.220,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3064,66.18.189.221,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3065,66.18.189.222,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3066,66.18.189.223,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3067,66.18.189.224,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3068,66.18.189.225,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3069,66.18.189.226,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3070,66.18.189.227,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3071,66.18.189.228,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3072,66.18.189.229,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3073,66.18.189.230,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3074,66.18.189.231,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3075,66.18.189.232,4,3,Scanning Host,us,Bluffton,"40.7134017944,-85.1648025513"
3076,78.46.70.57,4,2,Scanning Host,de,,"51.0,9.0"
3077,78.46.70.54,4,2,Scanning Host,de,,"51.0,9.0"
3078,78.46.70.18,4,2,Scanning Host,de,,"51.0,9.0"
3079,78.46.70.53,3,2,Scanning Host,de,,"51.0,9.0"
3080,78.46.70.52,4,2,Scanning Host,de,,"51.0,9.0"
3081,78.46.70.51,3,2,Scanning Host,de,,"51.0,9.0"
3082,78.46.70.50,4,2,Scanning Host,de,,"51.0,9.0"
3083,78.46.70.49,4,2,Scanning Host,de,,"51.0,9.0"
3084,78.46.70.55,6,2,Scanning Host,de,,"51.0,9.0"
3085,78.46.70.25,6,2,Scanning Host,de,,"51.0,9.0"
3086,78.46.70.56,4,2,Scanning Host,de,,"51.0,9.0"
3087,78.46.70.47,4,2,Scanning Host,de,,"51.0,9.0"
3088,78.46.70.46,4,3,Scanning Host,de,,"51.0,9.0"
3089,78.46.70.45,4,2,Scanning Host,de,,"51.0,9.0"
3090,78.46.70.44,4,2,Scanning Host,de,,"51.0,9.0"
3091,78.46.70.75,4,2,Scanning Host,de,,"51.0,9.0"
3092,78.46.70.73,4,2,Scanning Host,de,,"51.0,9.0"
3093,78.46.70.71,3,2,Scanning Host,de,,"51.0,9.0"
3094,78.46.70.70,4,2,Scanning Host,de,,"51.0,9.0"
3095,78.46.70.68,4,2,Scanning Host,de,,"51.0,9.0"
3096,78.46.70.72,4,2,Scanning Host,de,,"51.0,9.0"
3097,78.46.70.74,4,2,Scanning Host,de,,"51.0,9.0"
3098,219.156.123.131,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3099,219.156.123.129,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3100,219.156.123.134,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3101,219.156.123.132,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3102,219.156.123.130,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3103,219.156.123.128,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3104,219.156.123.127,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3105,219.156.123.126,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3106,219.156.123.125,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3107,219.156.123.124,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3108,219.156.123.122,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3109,219.156.123.119,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3110,219.156.123.118,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3111,219.156.123.116,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3112,219.156.123.109,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3113,219.156.123.52,4,3,Scanning Host,cn,Zhengzhou,"34.6836013794,113.532501221"
3114,120.35.11.80,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3115,120.35.11.82,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3116,120.35.11.83,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3117,120.35.11.85,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3118,120.35.11.86,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3119,120.35.11.88,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3120,120.35.11.93,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3121,120.35.11.94,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3122,120.35.11.97,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3123,120.35.11.98,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3124,120.35.11.100,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3125,120.35.11.101,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3126,120.35.11.102,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3127,120.35.11.103,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3128,120.35.11.104,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3129,120.35.11.105,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3130,120.35.11.108,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3131,120.35.11.180,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3132,120.35.11.179,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3133,120.35.11.178,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3134,120.35.11.173,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3135,120.35.11.172,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3136,120.35.11.170,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3137,120.35.11.135,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3138,120.35.11.168,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3139,120.35.11.167,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3140,120.35.11.166,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3141,120.35.11.146,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3142,120.35.11.181,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3143,120.35.11.182,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3144,120.35.11.183,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3145,120.35.11.184,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3146,120.35.11.185,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3147,120.35.11.186,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3148,120.35.11.188,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
3149,120.35.11.255,4,3,Scanning Host,cn,Fuzhou,"26.0613994598,119.306098938"
