,IP,Reliability,Risk,Type,Country,Locale,Coords
343,62.28.131.214,4,2,Scanning Host,pt,Porto,"41.1496009827,-8.61100006104"
344,62.28.131.215,4,2,Scanning Host,pt,Porto,"41.1496009827,-8.61100006104"
345,62.28.131.216,4,2,Scanning Host,pt,Porto,"41.1496009827,-8.61100006104"
346,62.28.131.217,4,2,Scanning Host,pt,Porto,"41.1496009827,-8.61100006104"
347,62.28.131.219,4,2,Scanning Host,pt,Porto,"41.1496009827,-8.61100006104"
348,93.119.175.243,4,2,Scanning Host,ro,Gheorgheni,"46.7167015076,25.6166992188"
349,178.18.23.50,6,2,Scanning Host,nl,,"52.5,5.75"
350,93.119.175.244,4,2,Scanning Host,ro,Gheorgheni,"46.7167015076,25.6166992188"
351,93.119.175.242,4,2,Scanning Host,ro,Gheorgheni,"46.7167015076,25.6166992188"
352,211.222.243.241,4,3,Scanning Host,kr,,"37.0,127.5"
353,178.94.97.230,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
354,178.94.97.233,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
355,178.94.97.78,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
356,178.94.97.182,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
357,178.94.97.47,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
358,178.94.97.71,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
359,178.94.97.82,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
360,178.94.97.158,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
361,178.94.97.150,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
362,178.94.97.175,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
363,178.94.97.76,4,5,Scanning Host,ua,Merefa,"49.8230018616,36.0507011414"
364,211.222.243.55,4,3,Scanning Host,kr,,"37.0,127.5"
365,108.170.56.76,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
366,108.170.56.85,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
367,108.170.56.69,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
368,108.170.56.82,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
369,108.170.56.74,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
370,108.170.56.72,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
371,108.170.56.93,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
372,108.170.56.94,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
373,108.170.56.95,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
374,108.170.56.96,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
375,108.170.56.97,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
376,108.170.56.98,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
377,108.170.56.100,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
378,108.170.56.105,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
379,108.170.56.106,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
380,108.170.56.104,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
381,108.170.56.101,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
382,108.170.56.103,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
383,108.170.56.102,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
384,108.170.56.107,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
385,108.170.56.99,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
386,108.170.56.52,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
387,108.170.56.51,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
388,108.170.56.50,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
389,108.170.56.49,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
390,108.170.56.63,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
391,108.170.56.56,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
392,108.170.56.55,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
393,108.170.56.54,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
394,108.170.56.48,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
395,108.170.56.47,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
396,108.170.56.46,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
397,108.170.56.45,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
398,108.170.56.44,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
399,108.170.56.43,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
400,108.170.56.42,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
401,108.170.56.41,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
402,108.170.56.40,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
403,108.170.56.39,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
404,108.170.56.38,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
405,108.170.56.73,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
406,108.170.56.84,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
407,108.170.56.83,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
408,108.170.56.61,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
409,108.170.56.109,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
410,108.170.56.59,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
411,108.170.56.60,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
412,108.170.56.58,6,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
413,108.170.56.110,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
414,108.170.56.111,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
415,108.170.56.112,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
416,108.170.56.113,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
417,108.170.56.114,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
418,108.170.56.115,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
419,108.170.56.116,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
420,108.170.56.117,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
421,108.170.56.118,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
422,108.170.56.119,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
423,108.170.56.121,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
424,108.170.56.122,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
425,108.170.56.183,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
426,108.170.56.182,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
427,108.170.56.184,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
428,108.170.56.180,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
429,108.170.56.181,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
430,108.170.56.179,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
431,108.170.56.178,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
432,108.170.56.177,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
433,108.170.56.176,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
434,108.170.56.174,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
435,108.170.56.173,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
436,108.170.56.172,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
437,108.170.56.171,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
438,108.170.56.248,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
439,209.177.86.2,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
440,209.177.86.0,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
441,108.170.56.255,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
442,108.170.56.254,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
443,108.170.56.253,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
444,108.170.56.252,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
445,108.170.56.247,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
446,108.170.56.244,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
447,209.177.86.51,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
448,209.177.86.47,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
449,209.177.86.6,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
450,209.177.86.79,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
451,209.177.86.78,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
452,209.177.86.77,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
453,209.177.86.76,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
454,209.177.86.75,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
455,209.177.86.74,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
456,209.177.86.73,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
457,209.177.86.72,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
458,209.177.86.71,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
459,209.177.86.70,4,2,Scanning Host,us,Los Angeles,"34.0284996033,-118.317703247"
460,85.25.13.77,6,2,Scanning Host,de,,"51.0,9.0"
461,66.2.49.55,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
462,66.2.49.54,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
463,66.2.49.53,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
464,66.2.49.130,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
465,66.2.49.131,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
466,66.2.49.47,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
467,66.2.49.48,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
468,66.2.49.49,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
469,66.2.49.50,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
470,66.2.49.52,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
471,66.2.49.64,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
472,66.2.49.63,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
473,66.2.49.132,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
474,66.2.49.133,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
475,66.2.49.134,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
476,66.2.49.135,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
477,66.2.49.136,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
478,66.2.49.137,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
479,66.2.49.138,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
480,66.2.49.139,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
481,66.2.49.140,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
482,66.2.49.141,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
483,66.2.49.142,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
484,66.2.49.143,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
485,66.2.49.144,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
486,66.2.49.145,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
487,66.2.49.146,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
488,66.2.49.147,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
489,66.2.49.148,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
490,66.2.49.149,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
491,66.2.49.150,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
492,66.2.49.151,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
493,66.2.49.152,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
494,66.2.49.153,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
495,66.2.49.154,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
496,66.2.49.155,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
497,66.2.49.156,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
498,66.2.49.157,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
499,66.2.49.158,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
500,66.2.49.159,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
501,66.2.49.160,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
502,66.2.49.161,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
503,66.2.49.162,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
504,66.2.49.178,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
505,66.2.49.179,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
506,66.2.49.176,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
507,66.2.49.205,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
508,66.2.49.204,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
509,66.2.49.202,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
510,66.2.49.201,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
511,66.2.49.200,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
512,66.2.49.199,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
513,66.2.49.198,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
514,66.2.49.197,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
515,66.2.49.236,4,2,Scanning Host,us,Union City,"37.5962982178,-122.065696716"
516,86.35.30.140,4,3,Scanning Host,ro,Caransebes,"45.4166984558,22.2166996002"
517,86.35.30.154,4,3,Scanning Host,ro,Caransebes,"45.4166984558,22.2166996002"
518,118.123.11.184,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
519,118.123.11.183,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
520,118.123.11.182,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
521,118.123.11.230,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
522,118.123.11.232,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
523,118.123.11.233,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
524,118.123.11.234,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
525,118.123.11.235,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
526,118.123.11.236,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
527,118.123.11.237,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
528,118.123.11.238,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
529,118.123.11.239,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
530,118.123.11.240,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
531,118.123.11.241,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
532,118.123.11.242,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
533,118.123.11.254,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
534,118.123.11.255,4,3,Scanning Host,cn,Chengdu,"30.6667003632,104.066703796"
535,183.60.48.4,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
536,116.255.140.171,6,2,Malware Domain,cn,Henan,"27.8456001282,120.492797852"
537,192.74.238.176,4,2,Scanning Host,cn,,"35.0,105.0"
538,192.74.238.175,4,2,Scanning Host,cn,,"35.0,105.0"
539,192.74.238.174,4,2,Scanning Host,cn,,"35.0,105.0"
540,192.74.238.173,4,2,Scanning Host,cn,,"35.0,105.0"
541,192.74.238.253,4,2,Scanning Host,cn,,"35.0,105.0"
542,192.74.238.172,4,2,Scanning Host,cn,,"35.0,105.0"
543,192.74.238.171,4,2,Scanning Host,cn,,"35.0,105.0"
544,192.74.238.170,4,2,Scanning Host,cn,,"35.0,105.0"
545,192.74.238.254,4,2,Scanning Host,cn,,"35.0,105.0"
546,192.74.238.255,4,2,Scanning Host,cn,,"35.0,105.0"
547,62.75.130.0,4,2,Scanning Host,de,,"51.0,9.0"
548,62.75.130.1,4,2,Scanning Host,de,,"51.0,9.0"
549,62.75.130.2,4,2,Scanning Host,de,,"51.0,9.0"
550,62.75.130.3,4,2,Scanning Host,de,,"51.0,9.0"
551,62.75.130.4,4,2,Scanning Host,de,,"51.0,9.0"
552,62.75.130.5,4,2,Scanning Host,de,,"51.0,9.0"
553,62.75.130.6,4,2,Scanning Host,de,,"51.0,9.0"
554,62.75.130.7,4,2,Scanning Host,de,,"51.0,9.0"
555,62.75.130.8,4,2,Scanning Host,de,,"51.0,9.0"
556,62.75.130.9,4,2,Scanning Host,de,,"51.0,9.0"
557,62.75.130.10,4,2,Scanning Host,de,,"51.0,9.0"
558,94.23.29.0,4,2,Scanning Host,fr,,"46.0,2.0"
559,94.23.29.7,4,2,Scanning Host,fr,,"46.0,2.0"
560,94.23.29.49,6,2,Scanning Host,fr,,"46.0,2.0"
561,211.75.166.21,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
562,211.75.166.22,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
563,211.75.166.25,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
564,211.75.166.141,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
565,211.75.166.145,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
566,211.75.166.153,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
567,211.75.166.154,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
568,192.34.38.65,4,2,Scanning Host,nan,,"25.0391998291,121.525001526"
569,173.196.180.189,4,2,Scanning Host,us,Los Angeles,"34.0522003174,-118.24369812"
570,24.42.250.50,1,3,Scanning Host,us,Columbus,"32.5351982117,-84.9848022461"
571,24.42.250.49,1,3,Scanning Host,us,Columbus,"32.5351982117,-84.9848022461"
572,24.42.250.48,1,3,Scanning Host,us,Columbus,"32.5351982117,-84.9848022461"
573,184.22.231.86,6,3,Spamming,us,Los Angeles,"34.0530014038,-118.264198303"
574,192.254.186.217,6,3,Malware IP,nan,,"34.0530014038,-118.264198303"
575,24.42.250.47,1,3,Scanning Host,us,Columbus,"32.5351982117,-84.9848022461"
576,24.42.250.46,1,3,Scanning Host,us,Columbus,"32.5351982117,-84.9848022461"
577,24.42.250.45,1,3,Scanning Host,us,Columbus,"32.5351982117,-84.9848022461"
578,94.23.29.197,4,2,Scanning Host,fr,,"46.0,2.0"
579,78.133.247.22,4,2,Scanning Host,pl,,"52.0,20.0"
580,78.133.247.21,4,2,Scanning Host,pl,,"52.0,20.0"
581,78.133.247.20,4,2,Scanning Host,pl,,"52.0,20.0"
582,94.23.29.178,4,2,Scanning Host,fr,,"46.0,2.0"
583,78.133.247.19,4,2,Scanning Host,pl,,"52.0,20.0"
584,78.133.247.18,4,2,Scanning Host,pl,,"52.0,20.0"
585,78.133.247.14,4,2,Scanning Host,pl,,"52.0,20.0"
586,78.133.247.13,4,2,Scanning Host,pl,,"52.0,20.0"
587,94.23.29.171,4,2,Scanning Host,fr,,"46.0,2.0"
588,189.53.42.157,4,6,Malware IP,br,,"-10.0,-55.0"
589,77.47.190.242,4,3,Malware IP,ua,Kiev,"50.4333000183,30.5167007446"
590,174.122.153.80,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
591,174.122.153.79,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
592,174.122.153.78,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
593,174.122.153.76,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
594,174.122.153.75,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
595,174.122.153.77,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
596,195.158.254.63,9,4,C&C,ru,,"60.0,100.0"
597,174.122.153.190,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
598,174.122.153.189,4,2,Scanning Host,us,Houston,"29.7523002625,-95.3669967651"
599,184.95.44.227,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
600,184.95.44.225,4,2,Scanning Host,us,Tempe,"33.4356994629,-111.917098999"
601,121.11.76.110,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
602,121.11.76.116,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
603,121.11.76.122,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
604,78.133.247.163,4,2,Scanning Host,pl,,"52.0,20.0"
605,121.11.76.119,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
606,121.11.76.113,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
607,121.11.76.108,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
608,121.11.76.107,4,2,Scanning Host,cn,Guangzhou,"23.1166992188,113.25"
609,85.131.197.160,4,2,Scanning Host,nl,,"52.5,5.75"
610,85.131.197.111,4,2,Scanning Host,nl,,"52.5,5.75"
611,85.131.197.102,4,2,Scanning Host,nl,,"52.5,5.75"
612,85.131.197.101,4,2,Scanning Host,nl,,"52.5,5.75"
613,85.131.197.100,4,2,Scanning Host,nl,,"52.5,5.75"
614,31.171.131.31,4,2,Scanning Host,nl,,"52.5,5.75"
615,31.171.131.32,4,2,Scanning Host,nl,,"52.5,5.75"
616,31.171.131.34,4,2,Scanning Host,nl,,"52.5,5.75"
617,31.171.131.51,4,2,Scanning Host,nl,,"52.5,5.75"
618,31.171.131.52,4,2,Scanning Host,nl,,"52.5,5.75"
619,31.171.131.131,4,2,Scanning Host,nl,,"52.5,5.75"
620,31.171.131.132,4,2,Scanning Host,nl,,"52.5,5.75"
621,31.171.131.135,4,2,Scanning Host,nl,,"52.5,5.75"
622,31.171.131.206,4,2,Scanning Host,nl,,"52.5,5.75"
623,31.171.131.207,4,2,Scanning Host,nl,,"52.5,5.75"
624,122.116.11.36,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
625,122.116.11.43,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
626,122.116.11.38,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
627,122.116.11.40,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
628,122.116.11.41,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
629,122.116.11.42,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
630,122.116.11.37,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
631,122.116.11.29,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
632,122.116.11.28,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
633,122.116.11.23,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
634,122.116.11.22,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
635,122.116.11.20,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
636,122.116.11.2,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
637,122.116.11.4,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
638,122.116.11.5,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
639,122.116.11.7,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
640,122.116.11.8,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
641,122.116.11.9,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
642,122.116.11.64,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
643,122.116.11.10,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
644,122.116.11.11,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
645,122.116.11.12,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
646,122.116.11.14,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
647,122.116.11.13,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
648,122.116.11.15,4,2,Scanning Host,tw,Taipei,"25.0391998291,121.525001526"
